round,n_client_req,n_new_updates,n_delayed_updates,n_malicious_updates,n_benign_updates,update_delays,client_avg_loss_avg,client_train_acc_avg,client_test_acc_avg,benign_client_train_acc_avg,benign_client_test_acc_avg,malicious_client_train_acc_avg,malicious_client_test_acc_avg,accuracy_score,aggregator_time
10,68,52,16,12,40,"[10.0, 10.0, 10.0, 9.0, 7.0, 6.0, 6.0, 5.0, 4.0, 4.0, 3.0, 3.0, 2.0, 2.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.6889241337776184,0.5224359035491943,0.4855882525444031,0.5104166269302368,0.5104166269302368,0.5624999403953552,0.4572104215621948,0.47706855791962177,0.06841897964477539
11,68,19,12,3,16,"[11.0, 10.0, 8.0, 7.0, 7.0, 6.0, 5.0, 5.0, 4.0, 4.0, 2.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.687589704990387,0.5219298601150513,0.4894612431526184,0.5260416865348816,0.5260416865348816,0.5,0.4543735086917877,0.47848699763593383,0.04020333290100098
12,60,17,17,8,9,"[11.0, 9.0, 9.0, 9.0, 9.0, 8.0, 7.0, 7.0, 7.0, 6.0, 6.0, 6.0, 5.0, 5.0, 3.0, 1.0, 1.0]",0.6920216679573059,0.529411792755127,0.4727298617362976,0.5092592239379883,0.5092592239379883,0.5520833134651184,0.4618203043937683,0.46761229314420805,0.040367841720581055
13,51,23,23,6,17,"[13.0, 13.0, 13.0, 13.0, 12.0, 10.0, 9.0, 9.0, 8.0, 8.0, 7.0, 7.0, 7.0, 6.0, 6.0, 6.0, 4.0, 3.0, 2.0, 1.0, 1.0, 1.0, 1.0]",0.6899107098579407,0.5507246255874634,0.4776235520839691,0.4950980544090271,0.4950980544090271,0.7083333134651184,0.45610716938972473,0.4695035460992908,0.04479861259460449
14,52,21,21,9,12,"[14.0, 13.0, 12.0, 12.0, 12.0, 11.0, 11.0, 10.0, 9.0, 9.0, 9.0, 8.0, 8.0, 7.0, 5.0, 5.0, 5.0, 3.0, 2.0, 1.0, 1.0]",0.6921728849411011,0.511904776096344,0.4723629355430603,0.4861111342906952,0.4861111342906952,0.5462962985038757,0.4543735086917877,0.4690307328605201,0.1546010971069336
15,52,23,21,4,19,"[15.0, 14.0, 11.0, 11.0, 9.0, 9.0, 9.0, 9.0, 9.0, 6.0, 5.0, 5.0, 4.0, 4.0, 3.0, 3.0, 2.0, 2.0, 2.0, 2.0, 1.0, 0.0, 0.0]",0.6882032155990601,0.5543478727340698,0.48740875720977783,0.5263158082962036,0.5263158082962036,0.6875,0.46335697174072266,0.4761229314420804,0.04489445686340332
16,41,19,19,4,15,"[16.0, 14.0, 14.0, 13.0, 10.0, 10.0, 10.0, 9.0, 8.0, 5.0, 5.0, 4.0, 4.0, 3.0, 2.0, 2.0, 2.0, 1.0, 1.0]",0.6886706352233887,0.5175438523292542,0.4848824441432953,0.5,0.5,0.5833333134651184,0.4407801330089569,0.47848699763593383,0.040917158126831055
17,44,26,26,8,18,"[14.0, 14.0, 14.0, 11.0, 11.0, 10.0, 10.0, 10.0, 10.0, 10.0, 8.0, 6.0, 6.0, 6.0, 6.0, 5.0, 5.0, 5.0, 3.0, 3.0, 3.0, 2.0, 2.0, 2.0, 2.0, 1.0]",0.6900638937950134,0.5416666269302368,0.48897984623908997,0.5277777910232544,0.5277777910232544,0.5729166269302368,0.46341606974601746,0.475177304964539,0.04690957069396973
18,40,28,28,9,19,"[18.0, 17.0, 17.0, 16.0, 15.0, 13.0, 13.0, 12.0, 12.0, 11.0, 11.0, 11.0, 10.0, 9.0, 9.0, 9.0, 9.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 5.0, 5.0, 4.0, 4.0, 1.0]",0.6918303370475769,0.4851190149784088,0.4840256869792938,0.4868420958518982,0.4868420958518982,0.48148149251937866,0.46829524636268616,0.47470449172576834,0.0482332706451416
19,40,27,27,7,20,"[18.0, 18.0, 16.0, 16.0, 15.0, 13.0, 13.0, 13.0, 13.0, 10.0, 10.0, 10.0, 10.0, 9.0, 8.0, 8.0, 8.0, 7.0, 7.0, 6.0, 6.0, 6.0, 5.0, 5.0, 4.0, 3.0, 2.0]",0.6885554790496826,0.5617283582687378,0.4897119402885437,0.5541666746139526,0.5541666746139526,0.5833333134651184,0.45997974276542664,0.4765957446808511,0.048578500747680664
20,42,28,28,7,21,"[19.0, 19.0, 18.0, 15.0, 14.0, 12.0, 10.0, 10.0, 9.0, 9.0, 9.0, 9.0, 9.0, 8.0, 8.0, 7.0, 7.0, 6.0, 5.0, 5.0, 4.0, 3.0, 3.0, 3.0, 1.0, 1.0, 1.0, 1.0]",0.6888723373413086,0.535714328289032,0.4851570427417755,0.5396825075149536,0.5396825075149536,0.523809552192688,0.46450522541999817,0.4794326241134752,0.04906868934631348
21,38,20,20,6,14,"[20.0, 20.0, 18.0, 18.0, 17.0, 17.0, 15.0, 12.0, 12.0, 12.0, 12.0, 11.0, 11.0, 10.0, 10.0, 6.0, 3.0, 3.0, 2.0, 2.0]",0.689913809299469,0.5583333969116211,0.48432621359825134,0.5357142686843872,0.5357142686843872,0.6111111044883728,0.46178093552589417,0.47092198581560285,0.04182291030883789
22,44,49,40,16,33,"[22.0, 22.0, 21.0, 17.0, 17.0, 16.0, 14.0, 13.0, 12.0, 12.0, 12.0, 11.0, 11.0, 11.0, 10.0, 10.0, 10.0, 9.0, 9.0, 9.0, 8.0, 8.0, 7.0, 7.0, 7.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 3.0, 3.0, 3.0, 3.0, 3.0, 2.0, 2.0, 2.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.6881954669952393,0.5850340127944946,0.4830993711948395,0.5833333134651184,0.5833333134651184,0.5885416865348816,0.458274245262146,0.47423167848699765,0.06543278694152832
23,40,26,26,6,20,"[23.0, 23.0, 23.0, 22.0, 20.0, 18.0, 16.0, 14.0, 14.0, 14.0, 13.0, 12.0, 11.0, 11.0, 10.0, 9.0, 8.0, 8.0, 8.0, 5.0, 4.0, 3.0, 3.0, 3.0, 2.0, 1.0]",0.689891517162323,0.5064102411270142,0.4887616038322449,0.4958333373069763,0.4958333373069763,0.5416666269302368,0.45122143626213074,0.4799054373522459,0.0473935604095459
24,38,37,37,11,26,"[24.0, 24.0, 23.0, 22.0, 22.0, 21.0, 19.0, 19.0, 19.0, 18.0, 17.0, 16.0, 16.0, 15.0, 15.0, 15.0, 13.0, 13.0, 13.0, 13.0, 12.0, 12.0, 12.0, 12.0, 11.0, 10.0, 10.0, 9.0, 9.0, 9.0, 9.0, 7.0, 4.0, 3.0, 2.0, 2.0, 1.0]",0.6889862418174744,0.5270270109176636,0.4841735363006592,0.5128204822540283,0.5128204822540283,0.560606062412262,0.45617878437042236,0.47470449172576834,0.15410280227661133
25,41,42,42,17,25,"[24.0, 23.0, 22.0, 22.0, 21.0, 21.0, 21.0, 21.0, 20.0, 19.0, 19.0, 18.0, 18.0, 17.0, 16.0, 16.0, 15.0, 15.0, 14.0, 13.0, 13.0, 11.0, 11.0, 10.0, 10.0, 9.0, 9.0, 9.0, 8.0, 8.0, 8.0, 6.0, 6.0, 6.0, 5.0, 4.0, 4.0, 3.0, 3.0, 3.0, 2.0, 2.0]",0.6910982131958008,0.5416666865348816,0.4862208962440491,0.5600000023841858,0.5600000023841858,0.5147058963775635,0.46207761764526367,0.47470449172576834,0.05951642990112305
26,30,34,34,14,20,"[26.0, 25.0, 25.0, 25.0, 24.0, 22.0, 22.0, 20.0, 20.0, 20.0, 19.0, 19.0, 19.0, 17.0, 17.0, 15.0, 15.0, 15.0, 15.0, 14.0, 14.0, 14.0, 13.0, 13.0, 10.0, 10.0, 9.0, 9.0, 8.0, 5.0, 5.0, 2.0, 2.0, 1.0]",0.6901724934577942,0.5490196347236633,0.4797663986682892,0.5291667580604553,0.5291667580604553,0.5773810148239136,0.4582235515117645,0.4728132387706856,0.05377507209777832
27,32,36,36,12,24,"[25.0, 24.0, 23.0, 22.0, 22.0, 20.0, 19.0, 19.0, 18.0, 18.0, 18.0, 16.0, 16.0, 15.0, 15.0, 13.0, 13.0, 12.0, 11.0, 10.0, 9.0, 9.0, 8.0, 8.0, 7.0, 7.0, 7.0, 4.0, 4.0, 4.0, 3.0, 2.0, 1.0, 1.0, 1.0, 1.0]",0.6920167803764343,0.49074071645736694,0.5025742053985596,0.4791666567325592,0.4791666567325592,0.5138888359069824,0.466509073972702,0.4836879432624113,0.05503344535827637
28,45,68,47,23,45,"[28.0, 28.0, 26.0, 24.0, 24.0, 22.0, 22.0, 22.0, 22.0, 22.0, 20.0, 19.0, 19.0, 19.0, 19.0, 19.0, 18.0, 17.0, 17.0, 17.0, 17.0, 17.0, 15.0, 15.0, 14.0, 14.0, 14.0, 13.0, 13.0, 12.0, 12.0, 12.0, 12.0, 11.0, 11.0, 11.0, 10.0, 8.0, 8.0, 7.0, 6.0, 6.0, 6.0, 6.0, 6.0, 5.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.6886993646621704,0.5674019455909729,0.49303296208381653,0.5648148059844971,0.5648148059844971,0.5724638104438782,0.4660499691963196,0.4794326241134752,0.08515214920043945
29,36,39,39,8,31,"[28.0, 28.0, 26.0, 26.0, 26.0, 25.0, 25.0, 24.0, 24.0, 24.0, 23.0, 22.0, 22.0, 22.0, 21.0, 20.0, 19.0, 19.0, 18.0, 16.0, 16.0, 16.0, 15.0, 13.0, 13.0, 12.0, 12.0, 11.0, 9.0, 9.0, 9.0, 8.0, 7.0, 7.0, 6.0, 6.0, 6.0, 2.0, 2.0]",0.6897091269493103,0.5,0.4918470084667206,0.486559122800827,0.486559122800827,0.5520833134651184,0.46282505989074707,0.4803782505910166,0.06002521514892578
30,42,45,45,13,32,"[29.0, 28.0, 26.0, 26.0, 26.0, 25.0, 25.0, 24.0, 24.0, 23.0, 23.0, 22.0, 21.0, 19.0, 19.0, 16.0, 16.0, 16.0, 15.0, 15.0, 15.0, 15.0, 14.0, 13.0, 13.0, 12.0, 12.0, 12.0, 11.0, 11.0, 10.0, 9.0, 9.0, 9.0, 7.0, 7.0, 6.0, 6.0, 6.0, 6.0, 5.0, 4.0, 2.0, 1.0, 1.0]",0.6895906925201416,0.5314814448356628,0.4905804991722107,0.5182291269302368,0.5182291269302368,0.5641025304794312,0.4667394459247589,0.47801418439716314,0.16427183151245117
31,48,72,46,19,53,"[29.0, 26.0, 26.0, 25.0, 25.0, 25.0, 24.0, 23.0, 23.0, 22.0, 22.0, 22.0, 22.0, 21.0, 21.0, 20.0, 20.0, 19.0, 19.0, 18.0, 18.0, 18.0, 17.0, 16.0, 15.0, 14.0, 14.0, 14.0, 13.0, 13.0, 12.0, 11.0, 10.0, 10.0, 9.0, 9.0, 8.0, 7.0, 7.0, 4.0, 3.0, 3.0, 2.0, 2.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.6883740425109863,0.5694444179534912,0.49886396527290344,0.5676100254058838,0.5676100254058838,0.5745614171028137,0.4676869511604309,0.484160756501182,0.0877847671508789
32,55,66,42,14,52,"[29.0, 28.0, 28.0, 27.0, 27.0, 27.0, 27.0, 26.0, 26.0, 26.0, 26.0, 26.0, 23.0, 22.0, 22.0, 21.0, 21.0, 20.0, 20.0, 20.0, 19.0, 19.0, 18.0, 17.0, 15.0, 15.0, 15.0, 14.0, 14.0, 13.0, 13.0, 12.0, 12.0, 10.0, 9.0, 9.0, 9.0, 8.0, 7.0, 5.0, 5.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.6888005137443542,0.5315656661987305,0.5056523084640503,0.5368589758872986,0.5368589758872986,0.511904776096344,0.4689970016479492,0.4879432624113475,0.1790299415588379
33,43,35,34,11,24,"[29.0, 28.0, 28.0, 26.0, 25.0, 23.0, 23.0, 22.0, 22.0, 21.0, 21.0, 21.0, 18.0, 17.0, 17.0, 16.0, 16.0, 16.0, 13.0, 12.0, 11.0, 11.0, 10.0, 9.0, 9.0, 8.0, 8.0, 6.0, 5.0, 4.0, 3.0, 3.0, 2.0, 1.0, 0.0]",0.6892608404159546,0.5476190447807312,0.5013846158981323,0.5277777314186096,0.5277777314186096,0.5909090638160706,0.46576401591300964,0.48274231678486995,0.0542759895324707
34,39,39,39,12,27,"[28.0, 28.0, 28.0, 27.0, 26.0, 25.0, 25.0, 25.0, 25.0, 24.0, 24.0, 21.0, 21.0, 20.0, 19.0, 19.0, 18.0, 17.0, 16.0, 16.0, 15.0, 14.0, 13.0, 12.0, 12.0, 12.0, 12.0, 10.0, 9.0, 9.0, 7.0, 7.0, 6.0, 5.0, 5.0, 4.0, 4.0, 4.0, 1.0]",0.6902957558631897,0.5256410837173462,0.4994847774505615,0.5246913433074951,0.5246913433074951,0.5277777910232544,0.4670606851577759,0.4817966903073286,0.05944681167602539
35,51,40,35,15,25,"[29.0, 29.0, 29.0, 28.0, 27.0, 26.0, 26.0, 26.0, 25.0, 23.0, 23.0, 23.0, 22.0, 22.0, 21.0, 21.0, 21.0, 19.0, 18.0, 18.0, 18.0, 15.0, 12.0, 12.0, 9.0, 8.0, 8.0, 7.0, 6.0, 5.0, 5.0, 4.0, 2.0, 2.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.6903887987136841,0.5520833730697632,0.501181960105896,0.5299999713897705,0.5299999713897705,0.5888888835906982,0.46849486231803894,0.48226950354609927,0.05942392349243164
36,42,58,41,24,34,"[29.0, 29.0, 29.0, 27.0, 27.0, 26.0, 25.0, 24.0, 24.0, 24.0, 24.0, 23.0, 22.0, 22.0, 22.0, 21.0, 20.0, 18.0, 18.0, 17.0, 16.0, 15.0, 13.0, 13.0, 13.0, 13.0, 12.0, 11.0, 11.0, 10.0, 10.0, 10.0, 8.0, 8.0, 7.0, 6.0, 6.0, 5.0, 2.0, 2.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.6915352940559387,0.5287355780601501,0.5020706057548523,0.531862735748291,0.531862735748291,0.5243055820465088,0.47078409790992737,0.48274231678486995,0.07500576972961426
37,49,47,47,9,38,"[28.0, 28.0, 28.0, 28.0, 28.0, 27.0, 27.0, 25.0, 24.0, 24.0, 24.0, 24.0, 23.0, 23.0, 23.0, 23.0, 22.0, 22.0, 22.0, 22.0, 21.0, 19.0, 19.0, 18.0, 17.0, 17.0, 16.0, 14.0, 14.0, 12.0, 10.0, 10.0, 10.0, 9.0, 8.0, 7.0, 5.0, 4.0, 4.0, 3.0, 3.0, 3.0, 3.0, 3.0, 2.0, 2.0, 2.0]",0.687680184841156,0.5319149494171143,0.5026909708976746,0.5416666865348816,0.5416666865348816,0.49074071645736694,0.4683477580547333,0.4879432624113475,0.16308808326721191
38,37,49,49,19,30,"[29.0, 29.0, 28.0, 28.0, 28.0, 27.0, 27.0, 27.0, 26.0, 26.0, 25.0, 25.0, 25.0, 25.0, 24.0, 22.0, 22.0, 22.0, 20.0, 20.0, 20.0, 20.0, 20.0, 19.0, 19.0, 17.0, 17.0, 16.0, 15.0, 15.0, 15.0, 14.0, 14.0, 13.0, 12.0, 11.0, 10.0, 9.0, 9.0, 9.0, 8.0, 7.0, 6.0, 4.0, 4.0, 3.0, 3.0, 3.0, 1.0]",0.6902288198471069,0.5493197441101074,0.4932214021682739,0.5583333373069763,0.5583333373069763,0.5350877642631531,0.4688565135002136,0.4794326241134752,0.06612110137939453
39,37,38,38,7,31,"[28.0, 28.0, 28.0, 28.0, 28.0, 27.0, 26.0, 25.0, 25.0, 24.0, 23.0, 22.0, 21.0, 21.0, 20.0, 20.0, 20.0, 19.0, 16.0, 16.0, 15.0, 15.0, 15.0, 10.0, 10.0, 9.0, 9.0, 8.0, 8.0, 8.0, 7.0, 7.0, 6.0, 6.0, 5.0, 5.0, 4.0, 2.0]",0.6874373555183411,0.5592105388641357,0.5132511854171753,0.5698924660682678,0.5698924660682678,0.5119047164916992,0.46727457642555237,0.49314420803782505,0.05659842491149902
40,47,59,46,17,42,"[29.0, 28.0, 28.0, 27.0, 27.0, 27.0, 26.0, 26.0, 25.0, 25.0, 24.0, 24.0, 24.0, 24.0, 23.0, 22.0, 20.0, 20.0, 19.0, 19.0, 18.0, 18.0, 18.0, 17.0, 17.0, 16.0, 15.0, 14.0, 14.0, 13.0, 10.0, 10.0, 10.0, 8.0, 7.0, 7.0, 6.0, 6.0, 6.0, 6.0, 5.0, 5.0, 4.0, 4.0, 4.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.6886732578277588,0.5508474707603455,0.5112874507904053,0.5496031641960144,0.5496031641960144,0.5539215207099915,0.46972599625587463,0.48983451536643025,0.07613515853881836
41,41,36,36,12,24,"[29.0, 27.0, 27.0, 26.0, 26.0, 25.0, 25.0, 25.0, 25.0, 23.0, 23.0, 22.0, 21.0, 21.0, 21.0, 21.0, 21.0, 20.0, 19.0, 18.0, 17.0, 16.0, 16.0, 15.0, 13.0, 12.0, 10.0, 8.0, 6.0, 6.0, 5.0, 4.0, 3.0, 2.0, 1.0, 1.0]",0.6890864372253418,0.5625,0.4965721368789673,0.5798611044883728,0.5798611044883728,0.5277777910232544,0.4691489636898041,0.48226950354609927,0.15420126914978027
42,41,45,45,11,34,"[29.0, 29.0, 29.0, 28.0, 27.0, 26.0, 26.0, 25.0, 25.0, 24.0, 23.0, 21.0, 21.0, 19.0, 18.0, 18.0, 17.0, 16.0, 16.0, 15.0, 15.0, 15.0, 14.0, 14.0, 13.0, 11.0, 10.0, 10.0, 10.0, 9.0, 7.0, 7.0, 7.0, 6.0, 5.0, 5.0, 4.0, 4.0, 4.0, 3.0, 3.0, 3.0, 2.0, 2.0, 1.0]",0.6885177493095398,0.5574074387550354,0.5117729902267456,0.5661764740943909,0.5661764740943909,0.5303030610084534,0.4698474705219269,0.4921985815602837,0.06419801712036133
43,41,26,26,9,17,"[29.0, 29.0, 29.0, 28.0, 27.0, 26.0, 25.0, 24.0, 23.0, 23.0, 22.0, 19.0, 18.0, 16.0, 16.0, 14.0, 13.0, 12.0, 10.0, 9.0, 8.0, 7.0, 6.0, 5.0, 5.0, 1.0]",0.689609944820404,0.5288461446762085,0.5007092356681824,0.5588234663009644,0.5588234663009644,0.4722222089767456,0.4749671518802643,0.48605200945626476,0.04703330993652344
44,39,42,42,12,30,"[29.0, 29.0, 29.0, 29.0, 28.0, 27.0, 26.0, 26.0, 25.0, 25.0, 23.0, 23.0, 22.0, 22.0, 21.0, 19.0, 16.0, 15.0, 15.0, 15.0, 15.0, 14.0, 13.0, 12.0, 12.0, 11.0, 11.0, 9.0, 8.0, 8.0, 6.0, 5.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.0, 1.0, 1.0, 1.0, 1.0]",0.6901165843009949,0.52182537317276,0.5187999606132507,0.5472222566604614,0.5472222566604614,0.4583333432674408,0.48014184832572937,0.4973995271867612,0.05974841117858887
